osmId,osmType,name,address,district,phone,website,services,priceRange,rating,reviewsCount,latitude,longitude,source,sourceUrl,openingHours
11687868129,node,Dagmar,Powstańców Śląskich 106A,Bemowo,,,Beauty salon; Hair;Cosmetics;Nails,Unknown,,,52.2548775,20.9187886,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/11687868129,Mo-Fr 08:30-20:00; Sa 08:00-15:00
9957344583,node,Deluxe Barbershop,,Bemowo,,,Hairdresser,Unknown,,,52.2220629,20.9166773,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/9957344583,Mo-Fr 10:00-20:00; Sa 10:00-19:00; PH off
9542750917,node,Diamond Glam Nails,,Bemowo,,,Beauty salon; Nails,Unknown,,,52.2498698,20.9196376,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/9542750917,
12111034809,node,Ease,Powstańców Śląskich 65A,Bemowo,,,Beauty salon; Cosmetics;Hair Removal;Laser Hair Removal;Nails,Unknown,,,52.2335684,20.914293,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/12111034809,
7510417488,node,EB Sun,01-493,Bemowo,,,Beauty salon; Tanning,Unknown,,,52.2544491,20.9181963,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/7510417488,
7546087992,node,ED Fashion,01-466,Bemowo,,,Hairdresser,Unknown,,,52.2556302,20.9197468,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/7546087992,Mo-Fr 09:00-20:00; Sa 09:00-15:00
9183809509,node,Enzo Barbers,Powstańców Śląskich 61,Bemowo,,,Hairdresser,Unknown,,,52.2322865,20.9143763,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/9183809509,
4225084793,node,Federowicz Barber Shop,,Bemowo,,,Hairdresser,Unknown,,,52.2411308,20.9115882,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/4225084793,Mo-Fr 08:00-19:00; Sa 08:00-15:00
4560464028,node,Fryzjer Męski,Wrocławska 24,Bemowo,+48668452391,,Hairdresser,Unknown,,,52.2580024,20.9178646,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/4560464028,
8308937718,node,Fryzjer męski,01-493,Bemowo,,,Hairdresser,Unknown,,,52.2544555,20.9183478,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/8308937718,
4958815761,node,Fryzjer.me,,Bemowo,,http://fryzjer.me,Hairdresser,Unknown,,,52.2414138,20.9114885,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/4958815761,Mo-Fr 08:00-20:00; Sa 08:00-15:00
3048204728,node,"G&G Centrum Pielęgnacji, Zdrowia i Urody",,Bemowo,,,Beauty salon,Unknown,,,52.2232957,20.9165694,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/3048204728,Mo-Fr 11:00-18:00; Sa 10:00-13:00; PH off
11114124301,node,Kamil Rajt Hair,,Bemowo,,,Hairdresser,Unknown,,,52.2297745,20.9144233,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/11114124301,Mo-Fr 09:00-20:00
7510465986,node,"KERN Sklep fryzjersko - kosmetyczny, sprzedaż",01-493,Bemowo,,,Cosmetics,Unknown,,,52.2543808,20.9186941,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/7510465986,
11669794141,node,Kris Barber,,Bemowo,,,Hairdresser,Unknown,,,52.2785476,20.8588437,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/11669794141,
8274548743,node,La MiLa,"Puszczy Solskiej 7, 01-390 Warszawa",Bemowo,,,Beauty salon,Unknown,,,52.2269595,20.908053,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/8274548743,
7917329985,node,Men's place,"Górczewska 228, 01-460 Warszawa",Bemowo,+48511614500,,Hairdresser,Unknown,,,52.2404177,20.8996229,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/7917329985,Mo-Sa 10:00-22:00
9957357927,node,Moderna Kosmetologia,,Bemowo,,,Beauty salon,Unknown,,,52.2179964,20.8991368,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/9957357927,Mo-Fr 11:00-20:00; Sa 10:00-15:00
9871078758,node,New Master,,Bemowo,+48515243373,,Beauty salon; Hair;Nails,Unknown,,,52.2415319,20.920225,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/9871078758,Mo-Fr 09:00-20:00; Sa 08:00-15:00
7508648296,node,NewStyle,"Powstańców Śląskich 104, 01-493 Warszawa",Bemowo,+48535525606,https://fryzjer-bemowo.pl,Hairdresser,Unknown,,,52.2542706,20.9187379,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/7508648296,
12531818051,node,Nowa Skin,Powstańców Śląskich 48,Bemowo,,,Beauty salon; Aesthetic,Unknown,,,52.2325116,20.9154017,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/12531818051,
9957387457,node,NuiSpa,,Bemowo,,,Massage,Unknown,,,52.2275315,20.8873241,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/9957387457,
6655010217,node,Od Nowa,,Bemowo,+48223030302,,Beauty salon,Unknown,,,52.2512888,20.9244617,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/6655010217,
12111034817,node,OV,Powstańców Śląskich 61,Bemowo,,,Hairdresser,Unknown,,,52.2321067,20.9142703,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/12111034817,"Mo,Th 09:00-17:00; Tu-We,Fr 09:00-20:00; Sa 08:00-15:00"
10004695270,node,Perfect Lashes,,Bemowo,+48571802130,,Beauty salon,Unknown,,,52.2484832,20.9237374,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/10004695270,
11687786064,node,Pierre Afrim,Jerzego Waldorffa 41,Bemowo,,,Hairdresser,Unknown,,,52.2562505,20.9421415,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/11687786064,Mo-Fr 09:00-21:00; Sa 09:00-17:00
13704937727,node,Piękna Sprawa,,Bemowo,,,Beauty salon,Unknown,,,52.2559276,20.9207555,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/13704937727,
9957357921,node,Place for Nails,,Bemowo,,,Beauty salon; Nails,Unknown,,,52.2186469,20.8992698,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/9957357921,Mo-Fr 08:00-20:00; Sa 08:00-15:00
12531865444,node,Queen,Powstańców Śląskich 26,Bemowo,,,Hairdresser,Unknown,,,52.2293465,20.9155842,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/12531865444,
8305643179,node,Revolution,,Bemowo,,,Beauty salon,Unknown,,,52.2284842,20.8903582,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/8305643179,
11196561567,node,Sajek Barber Shop,"Generała Tadeusza Pełczyńskiego 5, 01-471 Warszawa",Bemowo,,,Hairdresser,Unknown,,,52.241721,20.9078102,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/11196561567,
6151339386,node,"Salon fryzjerski ""DAVID""",,Bemowo,,,Hairdresser,Unknown,,,52.2482847,20.914199,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/6151339386,
8857294418,node,Salon Maria,,Bemowo,,,Hairdresser,Unknown,,,52.2315309,20.9127236,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/8857294418,Mo-Fr 09:00-19:00; Sa 08:00-15:00
12111034814,node,Solomia,Powstańców Śląskich 61,Bemowo,,,Beauty salon; Nails;Eyelash;Eyebrow;Hair;Cosmetics,Unknown,,,52.2324164,20.9143522,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/12111034814,09:00-21:00
6654559942,node,Strefa Urody,,Bemowo,+48223056841,https://www.mojastrefaurody.pl,Beauty salon; Cosmetics;Hair,Unknown,,,52.2511351,20.9244483,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/6654559942,9:00-20:00
8875437023,node,Studio Fryzur,,Bemowo,,,Hairdresser,Unknown,,,52.2341974,20.915208,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/8875437023,Mo-Fr 10:00-20:00; Sa 09:00-15:00
5160711454,node,Studio Urody Świętochowskiego 2,"Aleksandra Świętochowskiego 2/7, 00-905 Warszawa",Bemowo,+48784589532,,Hairdresser,Unknown,,,52.2355725,20.8993059,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/5160711454,Mo-Fr 09:00-20:00; Sa 09:00-14:00
9957454421,node,T&T Studio Urody,,Bemowo,,,Beauty salon,Unknown,,,52.2317653,20.8891529,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/9957454421,
13704934274,node,Twój Fryzjer,,Bemowo,,,Hairdresser,Unknown,,,52.2561829,20.9210911,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/13704934274,
7510495685,node,Wyluzuj,01-493,Bemowo,,,Beauty salon,Unknown,,,52.254636,20.9192595,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/7510495685,
11687999854,node,Wyluzuj!,,Bemowo,,,Beauty salon; Nails;Cosmetics;Eyebrow;Eyelash,Unknown,,,52.2553024,20.9195267,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/11687999854,
4748460124,node,zakład fryzjerski,,Bemowo,,,Hairdresser,Unknown,,,52.2462343,20.8553796,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/4748460124,
1528979358,node,4you,,Białołęka,,,Hairdresser,Unknown,,,52.3608472,21.0364442,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/1528979358,
12271231391,node,A'Studio,Płochocińska 18,Białołęka,,,Beauty salon; Nails;Eyelash;Eyebrow,Unknown,,,52.3098366,20.9912549,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/12271231391,Mo-Fr 09:00-21:00; Sa 09:00-17:00
11910230903,node,Agawa,,Białołęka,,,Hairdresser,Unknown,,,52.3441783,20.8762046,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/11910230903,
6625140023,node,Akademia Urody,"Lewandów 43, 00-999 Warszawa",Białołęka,,,Beauty salon,Unknown,,,52.322446,21.0757012,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/6625140023,
3217837566,node,Almonis,"Światowida 47, 03-144 Warszawa",Białołęka,+48224977884,https://jaskinia-almonis.pl,Beauty salon,Unknown,,,52.3185168,20.9514152,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/3217837566,Mo-Fr 10:00-20:00; Sa-Su 10:00-15:00
6451792496,node,Alter Ego,"Aluzyjna 17, 03-149 Warszawa",Białołęka,+48510502385,,Hairdresser,Unknown,,,52.34538,20.9431248,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/6451792496,"Mo-Fr 09:00-17:00, Sa 08:00-15:00"
11910152684,node,Beauty Atelier,,Białołęka,+48795785685,,Hairdresser,Unknown,,,52.3478403,20.8660793,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/11910152684,Mo-Fr 10:00-19:00; Sa 09:00-15:00
4192314125,node,Beauty Club,"Leona Berensona 10, 03-287 Warszawa",Białołęka,+48221149090,https://beauty-club.com.pl,Beauty salon,Unknown,,,52.3245884,21.0539161,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/4192314125,Mo-Fr 09:00-20:00; Sa 09:00-15:00
12455619926,node,Berja,,Białołęka,,,Beauty salon,Unknown,,,52.3236015,20.949386,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/12455619926,
8758696528,node,Body Studio,"Modlińska 303, 03-151 Warszawa",Białołęka,+48665441594,http://www.bodystudio.waw.pl,Massage,Unknown,,,52.3393999,20.9550095,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/8758696528,Mo-Fr 09:00-21:00; Sa 09:00-14:00
8757949558,node,Butterfly Studio,,Białołęka,,,Hairdresser,Unknown,,,52.3349978,20.9435058,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/8757949558,Mo-Fr 09:00-20:00; Sa 08:00-16:00
5105878339,node,Camille Albane,,Białołęka,,https://www.camillealbane.com,Hairdresser,Unknown,,,52.3167461,20.9673034,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/5105878339,
1302025536,node,DaGlam,"Modlińska 351, 03-151 Warszawa",Białołęka,+48226766451,http://www.daglam.pl,Beauty salon,Unknown,,,52.3511808,20.9444624,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/1302025536,Mo-Fr 10:00-21:00; Sa 08:00-15:00
12514856358,node,DKN Studio,Światowida 14,Białołęka,,,Beauty salon; Cosmetics;Aesthetic,Unknown,,,52.3200687,20.9683499,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/12514856358,
10210209441,node,do lampy - stylizacja paznokci,,Białołęka,+48577414474,,Beauty salon; Nails,Unknown,,,52.342448,20.9412651,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/10210209441,"Mo,Su off; Tu-Sa 12:00-20:00"
9987668105,node,DOROTA GĄSKA Studio Fryzjerskie,"Modlińska 333, 03-151 Warszawa",Białołęka,+48608065102,,Hairdresser,Unknown,,,52.3437807,20.9508556,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/9987668105,Mo-Fr 09:00-20:00; Sa 08:00-14:00; Su off
9740664617,node,Dziki Barber,03-287,Białołęka,+48730039444,https://booksy.com/pl-pl/86766_dziki-barber-bialoleka_barber-shop_3_warszawa,Hairdresser,Unknown,,,52.3206061,21.0569781,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/9740664617,Mo-Fr 09:00-21:00; Sa 08:30-15:30
5611363908,node,EMG Studio,,Białołęka,,https://emgstudio.pl,Hairdresser,Unknown,,,52.3225638,20.9428401,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/5611363908,Mo-Fr 09:00-21:00; Sa 08:00-17:00
13723748194,node,Femi Balance,,Białołęka,,,Massage,Unknown,,,52.3417736,21.0549427,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/13723748194,
8760740477,node,Fenice - Centrum Szkoleniowe Anti-Aging,"Czarnocińska 3A, 03-110 Warszawa",Białołęka,+48226768675,http://fenice.pl,Beauty salon,Unknown,,,52.3260158,20.9702774,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/8760740477,
4295641289,node,Finezja,"Leona Berensona 13, 03-287 Warszawa",Białołęka,+48227416356,http://studiofinezja.pl,Beauty salon,Unknown,,,52.3246639,21.0560449,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/4295641289,Mo-Fr 9:00-21:00; Sa 09:00-15:00
5106051165,node,Frederic Moreno,,Białołęka,,,Hairdresser,Unknown,,,52.3174661,20.9660805,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/5106051165,Mo-Sa 10:00-22:00; Su 10:00-21:00
10210267919,node,Fryzjer & Kosmetyka Sun-line,,Białołęka,+48223296690,,Hairdresser,Unknown,,,52.3479605,20.9415722,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/10210267919,Mo-Fr 10:00-20:00; Sa 09:00-15:00; Su off
9726510517,node,Fryzjer Męski,05-092,Białołęka,+48797761671,,Hairdresser,Unknown,,,52.3397902,20.8910243,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/9726510517,Mo-Fr 09:00-19:00; Sa 08:00-15:00
10173803838,node,Gabinet Padologiczny Manicure-Pedicure,Modlińska 333,Białołęka,,,Beauty salon; Nails,Unknown,,,52.3437846,20.9508179,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/10173803838,Mo-Fr 09:00-20:00; Sa 09:00-15:00; Su off
11429171422,node,Gabinet Piękna,,Białołęka,+48503462275,https://gabinetpieknaik.pl,Beauty salon,Unknown,,,52.3392887,20.8906793,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/11429171422,Mo-Fr 08:00-20:00; Sa 08:00-16:00
10579654441,node,Galant Braber Shop,"Światowida 57/U13, 03-144",Białołęka,+48573678159,https://galant-barbershop.business.site,Hairdresser,Unknown,,,52.328243,20.9397188,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/10579654441,Su-Th 09:00-21:00; Fr 09:00-15:00
12455619923,node,Glamour Expert,,Białołęka,,,Beauty salon,Unknown,,,52.3213865,20.954164,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/12455619923,
5106007363,node,Hair Styling Team,,Białołęka,,,Hairdresser,Unknown,,,52.3177872,20.9660092,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/5106007363,Mo-Sa 10:00-22:00; Su 10:00-21:00
5117317600,node,Hair Styling Team,Odkryta 4,Białołęka,,,Hairdresser,Unknown,,,52.3248157,20.9385014,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/5117317600,Mo-Fr 09:00-20:00; Sa 10:00-18:00; Su 10:00-15:00
10210209444,node,Hello Beauty Studio Kosmetyczne Magdalena Kołodziej,,Białołęka,+48574277405,,Beauty salon,Unknown,,,52.3427288,20.9413348,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/10210209444,Mo-Fr 10:00-20:00; Sa 10:00-16:00; Su off
11736557574,node,HomeLaser,,Białołęka,+48888056846,,Beauty salon,Unknown,,,52.3181288,20.968393,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/11736557574,
6847250930,node,Hooligans Barber Shop,"Kaczorowa 8, 03-042 Warszawa",Białołęka,,,Hairdresser,Unknown,,,52.3203529,21.0010139,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/6847250930,
11847514971,node,Ignacy Stefaniuk,Płochocińska 18A,Białołęka,,,Hairdresser,Unknown,,,52.3100412,20.9920476,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/11847514971,"""po umówieniu się"""
5105877707,node,Inglot,,Białołęka,,,Cosmetics,Unknown,,,52.3181576,20.9669219,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/5105877707,Mo-Sa 10:00-22:00; Su 10:00-21:00
12514191399,node,Kanita,Przydrożna 7,Białołęka,,,Beauty salon; Nails;Hair;Cosmetics,Unknown,,,52.3186788,21.0290187,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/12514191399,
6860776788,node,Klinika Estelablo,,Białołęka,+48513266767,https://m.facebook.com/Fanaberia-Beauty-102947524443209,Beauty salon,Unknown,,,52.3412319,21.0550371,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/6860776788,Mo-Fr 10:00-20:00; Sa 09:00-15:00
5104879063,node,L'Occitane,,Białołęka,,,Cosmetics,Unknown,,,52.3181213,20.9666248,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/5104879063,Mo-Sa 10:00-22:00; Su 10:00-21:00
13372256101,node,Lab4.1,Kobiałka 41,Białołęka,,,Beauty salon,Unknown,,,52.3610563,21.0452443,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/13372256101,
10757213611,node,Leomi Permanent Make-up,,Białołęka,,,Beauty salon,Unknown,,,52.3312317,20.9420295,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/10757213611,
13505167044,node,Love Mani,,Białołęka,,,Beauty salon; Nails,Unknown,,,52.3289025,20.941705,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/13505167044,
11847542377,node,Luxury Nails,Płochocińska 18A,Białołęka,,,Beauty salon; Nails,Unknown,,,52.3100692,20.9921534,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/11847542377,
6817198001,node,Make up & Hair Studio,,Białołęka,,,Hairdresser,Unknown,,,52.3426125,20.9428641,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/6817198001,
12348803178,node,MANIfestacja,,Białołęka,+48607972781,,Beauty salon; Nails,Unknown,,,52.3048884,20.9862167,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/12348803178,Mo-Fr 09:00-20:00; Sa 09:00-15:00
13723748200,node,Minimalista,"Luciana Pavarottiego 2, 03-289 Warszawa",Białołęka,+48730753104,,Beauty salon,Unknown,,,52.3415596,21.054593,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/13723748200,Mo-Fr 09:00-21:00; Sa-Su 10:00-18:00
11834712144,node,MK Nails Room,,Białołęka,+48510789773,,Beauty salon; Nails,Unknown,,,52.3483253,20.8646707,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/11834712144,Mo-Fr 10:00-18:00; Sa 10:00-13:00
2178525826,node,MM OdNowa,,Białołęka,,,Hairdresser,Unknown,,,52.321312,21.0565748,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/2178525826,
5106007327,node,mydlarnia u Franciszka,,Białołęka,,,Cosmetics,Unknown,,,52.3175765,20.9668649,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/5106007327,
13714668445,node,Myto & Cięto Barbershop,"Luciana Pavarottiego 2, 03-289 Warszawa",Białołęka,+48509549424,https://mytocieto.pl,Hairdresser; Barber,Unknown,,,52.3415782,21.0547495,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/13714668445,Mo-Fr 10:00-20:00; Sa-Su 09:00-16:00
12514857153,node,Mój Babiniec,Modlińska 199A,Białołęka,,,Beauty salon; Nails;Cosmetics;Eyelash;Eyebrow;Hair;Aesthetic,Unknown,,,52.3218752,20.9706071,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/12514857153,Mo-Fr 09:00-20:00; Sa 09:00-14:00
1719730147,node,Nepri,"Srebrnogórska 13, Warszawa",Białołęka,,,Hairdresser,Unknown,,,52.3272543,20.9793923,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/1719730147,
13786429802,node,Nomia,Leona Berensona 12,Białołęka,,,Hairdresser,Unknown,,,52.3246497,21.0548589,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/13786429802,
12444714249,node,Olga Niemczak Salon Fryzjersko-Kosmetyczny,,Białołęka,,,Beauty salon; Cosmetics;Hair;Nails;Skin Care,Unknown,,,52.3217986,20.9559543,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/12444714249,Mo-Fr 09:00-20:00; Sa 09:00-15:00; PH closed
13856107612,node,P&M,,Białołęka,,,Hairdresser,Unknown,,,52.3192887,20.9984273,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/13856107612,
12271231393,node,Pachora Studio,Płochocińska 18,Białołęka,,,Beauty salon; Cosmetics,Unknown,,,52.3097736,20.9910182,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/12271231393,
4401164449,node,Pieszczotka,,Białołęka,,,Beauty salon,Unknown,,,52.3247814,21.0557919,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/4401164449,10:00-18:00
3288271243,node,Pracownia Fryzjerska Przemek Ismailow,"Strumykowa 28, 03-138 Warszawa",Białołęka,,,Hairdresser,Unknown,,,52.3299767,20.9459867,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/3288271243,
13205132706,node,Salon Celebruj Piękno,,Białołęka,,,Beauty salon,Unknown,,,52.3419282,20.9426585,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/13205132706,Mo-Fr 08:00-22:00; Sa 06:00-17:00
2309855302,node,Salon EDEN,,Białołęka,,,Hairdresser,Unknown,,,52.3324276,20.9351848,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/2309855302,
1914537285,node,Salon fryzjerski Barbara,,Białołęka,,,Hairdresser,Unknown,,,52.3358999,20.9412903,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/1914537285,"Mo-Fr 09:00-20:00; Sa,Su 09:00-16:00"
1408202107,node,Salon fryzjerski Szalone Nożyczki,,Białołęka,,,Hairdresser,Unknown,,,52.3477333,20.940703,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/1408202107,
2308259656,node,Salon Kosmetyczny EWA,,Białołęka,+48224661648,http://kosmetyczka.wizytowka.pl,Hairdresser,Unknown,,,52.3314425,20.9406262,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/2308259656,Mo-Fr 08:00-20:00; Sa 08:00-16:00
5137200208,node,Salon OdNova,,Białołęka,,https://salon-fryzjerski-odnova.business.site,Hairdresser,Unknown,,,52.3320262,20.9516118,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/5137200208,
10764723209,node,"Salon piękności Trina Lounge - Manicure, Pedicure, Rzęsy, Brwi","Głębocka 88, 03-287 Warszawa",Białołęka,,https://booksy.com/pl-pl/229739_trina-lounge_paznokcie_3_warszawa,Beauty salon; Nails;Eyebrow;Eyelash;Pedicure,Unknown,,,52.3162812,21.0679033,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/10764723209,
1914537287,node,Salon Urody Discolor,,Białołęka,+48224986605,http://www.discolor.pl,Hairdresser,Unknown,,,52.3360519,20.9413226,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/1914537287,Mo 11:00-20:00; Tu-Fr 09:00-21:00; Sa 09:00-16:00
2025681393,node,Salon Urody Sylwia,"Głębocka 82, 03-287 Warszawa",Białołęka,,,Beauty salon,Unknown,,,52.315133,21.0673294,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/2025681393,
11429167157,node,Salon Łuczak,,Białołęka,+48517670700,https://www.salonluczak.pl/salon-meski.php,Hairdresser,Unknown,,,52.3392887,20.8906743,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/11429167157,Mo-Fr 08:00-20:00; Sa 08:00-16:00
11910229441,node,Salonik Fryzur,,Białołęka,,,Hairdresser,Unknown,,,52.344007,20.8767639,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/11910229441,Tu-Fr 08:00-20:00; Sa 08:00-15:00
12358259807,node,Salonik Twoje Paznokcie,,Białołęka,+48608208299,,Beauty salon; Nails,Unknown,,,52.3082539,20.9796635,OpenStreetMap / Overpass API,https://www.openstreetmap.org/node/12358259807,
